,album,artist,lyric,song
4502,Everybody (2017),Logic,All alone in my room in the middle of the night,Black SpiderMan
4503,Everybody (2017),Logic,I don't have the words but my stereo might,Black SpiderMan
4504,Everybody (2017),Logic,"I don't wanna be black, I don't wanna be white, I just wanna be a man today",Black SpiderMan
4505,Everybody (2017),Logic,"I don't wanna be a Christian, Muslim, gay, straight, or bi, see you later, bye",Black SpiderMan
4506,Everybody (2017),Logic,Not perceived by the things I believe or the color of my skin,Black SpiderMan
4507,Everybody (2017),Logic,"Or the fact I'm attracted to her, maybe him",Black SpiderMan
4508,Everybody (2017),Logic,Or the fact I'm a single mother living all alone,Black SpiderMan
4509,Everybody (2017),Logic,Looking for a man and a home to call my own,Black SpiderMan
4510,Everybody (2017),Logic,But I already have one,Black SpiderMan
4511,Everybody (2017),Logic,"The only man I'ma ever need is my son, my son, my son, my son",Black SpiderMan
4512,Everybody (2017),Logic,Black is beautiful,Black SpiderMan
4513,Everybody (2017),Logic,Be black and proud,Black SpiderMan
4514,Everybody (2017),Logic,"Fuck everybody hatin' on me right now, I'm black and proud",Black SpiderMan
4515,Everybody (2017),Logic,I'm just as white as that Mona Lisa,Black SpiderMan
4516,Everybody (2017),Logic,I'm just as black as my cousin Keisha,Black SpiderMan
4517,Everybody (2017),Logic,I'm biracial so bye Felicia,Black SpiderMan
4518,Everybody (2017),Logic,Praise Black Jesus now call the preacher,Black SpiderMan
4519,Everybody (2017),Logic,Maybe Jesus was black,Black SpiderMan
4520,Everybody (2017),Logic,Maybe Jesus had dreads,Black SpiderMan
4521,Everybody (2017),Logic,Spiderman should be black,Black SpiderMan
4522,Everybody (2017),Logic,I vote for Glover instead,Black SpiderMan
4523,Everybody (2017),Logic,Glover instead,Black SpiderMan
4524,Everybody (2017),Logic,Like what's up,Black SpiderMan
4525,Everybody (2017),Logic,I vote for more and more and more and more and more and more and more and more and more,Black SpiderMan
4526,Everybody (2017),Logic,I vote for so much more,Black SpiderMan
4527,Everybody (2017),Logic,I been feeling so down,Black SpiderMan
4528,Everybody (2017),Logic,I think they should know now,Black SpiderMan
4529,Everybody (2017),Logic,I think they should know what's up,Black SpiderMan
4530,Everybody (2017),Logic,That's that road I been down,Black SpiderMan
4531,Everybody (2017),Logic,I know how it go down,Black SpiderMan
4532,Everybody (2017),Logic,"I know how it go now, what's up",Black SpiderMan
4533,Everybody (2017),Logic,I feel like I don't belong,Black SpiderMan
4534,Everybody (2017),Logic,I feel like my life is wrong,Black SpiderMan
4535,Everybody (2017),Logic,I feel like I don't know what's up,Black SpiderMan
4536,Everybody (2017),Logic,"What's up, what's up",Black SpiderMan
4537,Everybody (2017),Logic,Go on and let your soul glow,Black SpiderMan
4538,Everybody (2017),Logic,Let your soul glow,Black SpiderMan
4539,Everybody (2017),Logic,Glow,Black SpiderMan
4540,Everybody (2017),Logic,Shine and glow,Black SpiderMan
4541,Everybody (2017),Logic,Let it glow,Black SpiderMan
4542,Everybody (2017),Logic,Glow,Black SpiderMan
4543,Everybody (2017),Logic,"Let, let it",Black SpiderMan
4544,Everybody (2017),Logic,Black Spiderman can he save a brother now,Black SpiderMan
4545,Everybody (2017),Logic,Black Spiderman can he save a brother now,Black SpiderMan
4546,Everybody (2017),Logic,Yeah,Black SpiderMan
4547,Everybody (2017),Logic,Let your soul glow,Black SpiderMan
4548,Everybody (2017),Logic,Let your soul glow,Black SpiderMan
4549,Everybody (2017),Logic,Glow,Black SpiderMan
4550,Everybody (2017),Logic,Yeah,Black SpiderMan
4551,Everybody (2017),Logic,Ay man,Black SpiderMan
4552,Everybody (2017),Logic,"What's up, bro?",Black SpiderMan
4553,Everybody (2017),Logic,Spiderman should be Black,Black SpiderMan
4554,Everybody (2017),Logic,"Yeah, I mean Spiderman should be Black",Black SpiderMan
4555,Everybody (2017),Logic,Fuck yeah,Black SpiderMan
4556,Everybody (2017),Logic,Yeah man,Black SpiderMan
4557,Everybody (2017),Logic,Black Spiderman,Black SpiderMan
4558,Everybody (2017),Logic,Black Superman,Black SpiderMan
4559,Everybody (2017),Logic,Black Santa Claus,Black SpiderMan
4560,Everybody (2017),Logic,"Shit, Black Seinfeld",Black SpiderMan
4561,Everybody (2017),Logic,Black Seinfeld?,Black SpiderMan
4562,Everybody (2017),Logic,"Nigga, that's Martin",Black SpiderMan
4563,Everybody (2017),Logic,"Damn, you're right...",Black SpiderMan
4564,Everybody (2017),Logic,"Shit, I'm fuckin' high",Black SpiderMan
4565,Everybody (2017),Logic,I've been on the low,1-800-273-8255
4566,Everybody (2017),Logic,I been taking my time,1-800-273-8255
4567,Everybody (2017),Logic,I feel like I'm out of my mind,1-800-273-8255
4568,Everybody (2017),Logic,It feel like my life ain't mine,1-800-273-8255
4569,Everybody (2017),Logic,(Who can relate?),1-800-273-8255
4570,Everybody (2017),Logic,I've been on the low,1-800-273-8255
4571,Everybody (2017),Logic,I been taking my time,1-800-273-8255
4572,Everybody (2017),Logic,I feel like I'm out of my mind,1-800-273-8255
4573,Everybody (2017),Logic,It feel like my life ain't mine,1-800-273-8255
4574,Everybody (2017),Logic,I don't wanna be alive,1-800-273-8255
4575,Everybody (2017),Logic,I don't wanna be alive,1-800-273-8255
4576,Everybody (2017),Logic,I just wanna die today,1-800-273-8255
4577,Everybody (2017),Logic,I just wanna die,1-800-273-8255
4578,Everybody (2017),Logic,I don't wanna be alive,1-800-273-8255
4579,Everybody (2017),Logic,I don't wanna be alive,1-800-273-8255
4580,Everybody (2017),Logic,I just wanna die,1-800-273-8255
4581,Everybody (2017),Logic,And let me tell you why,1-800-273-8255
4582,Everybody (2017),Logic,All this other shit I'm talkin' 'bout they think they know it,1-800-273-8255
4583,Everybody (2017),Logic,"I've been praying for somebody to save me, no one's heroic",1-800-273-8255
4584,Everybody (2017),Logic,And my life don't even matter,1-800-273-8255
4585,Everybody (2017),Logic,"I know it, I know it, I know I'm hurting deep down but can't show it",1-800-273-8255
4586,Everybody (2017),Logic,I never had a place to call my own,1-800-273-8255
4587,Everybody (2017),Logic,I never had a home,1-800-273-8255
4588,Everybody (2017),Logic,Ain't nobody callin' my phone,1-800-273-8255
4589,Everybody (2017),Logic,Where you been? Where you at? What's on your mind?,1-800-273-8255
4590,Everybody (2017),Logic,They say every life precious but nobody care about mine,1-800-273-8255
4591,Everybody (2017),Logic,I've been on the low,1-800-273-8255
4592,Everybody (2017),Logic,I been taking my time,1-800-273-8255
4593,Everybody (2017),Logic,I feel like I'm out of my mind,1-800-273-8255
4594,Everybody (2017),Logic,It feel like my life ain't mine,1-800-273-8255
4595,Everybody (2017),Logic,(Who can relate?),1-800-273-8255
4596,Everybody (2017),Logic,I've been on the low,1-800-273-8255
4597,Everybody (2017),Logic,I been taking my time,1-800-273-8255
4598,Everybody (2017),Logic,I feel like I'm out of my mind,1-800-273-8255
4599,Everybody (2017),Logic,It feel like my life ain't mine,1-800-273-8255
4600,Everybody (2017),Logic,I want you to be alive,1-800-273-8255
4601,Everybody (2017),Logic,I want you to be alive,1-800-273-8255
4602,Everybody (2017),Logic,You don't gotta die today,1-800-273-8255
4603,Everybody (2017),Logic,You don't gotta die,1-800-273-8255
4604,Everybody (2017),Logic,I want you to be alive,1-800-273-8255
4605,Everybody (2017),Logic,I want you to be alive,1-800-273-8255
4606,Everybody (2017),Logic,You don't gotta die,1-800-273-8255
4607,Everybody (2017),Logic,Now lemme tell you why,1-800-273-8255
4608,Everybody (2017),Logic,It's the very first breath,1-800-273-8255
4609,Everybody (2017),Logic,When your head's been drowning under water,1-800-273-8255
4610,Everybody (2017),Logic,And it's the light that's in the air,1-800-273-8255
4611,Everybody (2017),Logic,When you're there chest-to-chest with a lover,1-800-273-8255
4612,Everybody (2017),Logic,It's holding on though the roads long,1-800-273-8255
4613,Everybody (2017),Logic,"Seeing light in the dark, yeah, these things",1-800-273-8255
4614,Everybody (2017),Logic,And when you stare at your reflection,1-800-273-8255
4615,Everybody (2017),Logic,Finding hope in who it is,1-800-273-8255
4616,Everybody (2017),Logic,I know that you'll thank God you did,1-800-273-8255
4617,Everybody (2017),Logic,"I know where you been, where you are, where you going",1-800-273-8255
4618,Everybody (2017),Logic,I know you're the reason I believe in life,1-800-273-8255
4619,Everybody (2017),Logic,What's the day without a little night?,1-800-273-8255
4620,Everybody (2017),Logic,I'm just tryna shed a little light,1-800-273-8255
4621,Everybody (2017),Logic,It can be hard,1-800-273-8255
4622,Everybody (2017),Logic,It can be so hard,1-800-273-8255
4623,Everybody (2017),Logic,But you gotta live right now,1-800-273-8255
4624,Everybody (2017),Logic,You got everything to give right now,1-800-273-8255
4625,Everybody (2017),Logic,I've been on the low,1-800-273-8255
4626,Everybody (2017),Logic,I been taking my time,1-800-273-8255
4627,Everybody (2017),Logic,I feel like I'm out of my mind,1-800-273-8255
4628,Everybody (2017),Logic,It feel like my life ain't mine,1-800-273-8255
4629,Everybody (2017),Logic,(Who can relate?),1-800-273-8255
4630,Everybody (2017),Logic,I've been on the low,1-800-273-8255
4631,Everybody (2017),Logic,I been taking my time,1-800-273-8255
4632,Everybody (2017),Logic,I feel like I'm out of my mind,1-800-273-8255
4633,Everybody (2017),Logic,It feel like my life ain't mine,1-800-273-8255
4634,Everybody (2017),Logic,I finally wanna be alive,1-800-273-8255
4635,Everybody (2017),Logic,I finally wanna be alive,1-800-273-8255
4636,Everybody (2017),Logic,I don't wanna die today,1-800-273-8255
4637,Everybody (2017),Logic,I don't wanna die,1-800-273-8255
4638,Everybody (2017),Logic,I finally wanna be alive,1-800-273-8255
4639,Everybody (2017),Logic,I finally wanna be alive,1-800-273-8255
4640,Everybody (2017),Logic,I don't wanna die,1-800-273-8255
4641,Everybody (2017),Logic,I don't wanna die,1-800-273-8255
4642,Everybody (2017),Logic,"Pain don't hurt the same, I know",1-800-273-8255
4643,Everybody (2017),Logic,The lane I travel feels alone,1-800-273-8255
4644,Everybody (2017),Logic,But I'm moving 'til my legs give out,1-800-273-8255
4645,Everybody (2017),Logic,And I see my tears melt in the snow,1-800-273-8255
4646,Everybody (2017),Logic,But I don't wanna cry,1-800-273-8255
4647,Everybody (2017),Logic,I don't wanna cry anymore,1-800-273-8255
4648,Everybody (2017),Logic,I wanna feel alive,1-800-273-8255
4649,Everybody (2017),Logic,I don't even wanna die anymore,1-800-273-8255
4650,Everybody (2017),Logic,Oh I don't wanna,1-800-273-8255
4651,Everybody (2017),Logic,I don't wanna,1-800-273-8255
4652,Everybody (2017),Logic,I don't even wanna die anymore,1-800-273-8255
4653,Everybody (2017),Logic,"So, we waiting for what?",Waiting Room
4654,Everybody (2017),Logic,Excuse me?,Waiting Room
4655,Everybody (2017),Logic,"So you sittin' here telling me, this place is a waiting room, right? What are we waiting for?",Waiting Room
4656,Everybody (2017),Logic,Rebirth,Waiting Room
4657,Everybody (2017),Logic,Rebirth?... like reincarnation?,Waiting Room
4658,Everybody (2017),Logic,If that's what you wanna call it,Waiting Room
4659,Everybody (2017),Logic,"What the fuck you mean ""if that's what I wanna call it?""",Waiting Room
4660,Everybody (2017),Logic,"Either this is what it is, or this is",Waiting Room
4661,Everybody (2017),Logic,What it ain't,Waiting Room
4662,Everybody (2017),Logic,Sure,Waiting Room
4663,Everybody (2017),Logic,"Chu mean? Ughhh, this muhfucka (Atom sighs in frustration)",Waiting Room
4664,Everybody (2017),Logic,"Aight, lemme get this straight, every time I die, I come here, we talk, and you send me back to earth to be reborn?",Waiting Room
4665,Everybody (2017),Logic,Ou know the last time we had this conversation it was in mandarin and you were 13 Atom: Mandarin?,Waiting Room
4666,Everybody (2017),Logic,And a girl!,Waiting Room
4667,Everybody (2017),Logic,"What? Nah, bruh, you fuckin' wit me. You're... Like, Jesus Christ",Waiting Room
4668,Everybody (2017),Logic,He was here too!,Waiting Room
4669,Everybody (2017),Logic,"What? Wait, wait, so the Christians got it right?",Waiting Room
4670,Everybody (2017),Logic,Well I'm about to reincarnate you Atom. I'd say everyone kinda got it right,Waiting Room
4671,Everybody (2017),Logic,This is a whole lot to take in!,Waiting Room
4672,Everybody (2017),Logic,"I know trust me, I've been there",Waiting Room
4673,Everybody (2017),Logic,"So, how many times have I been reincarnated?",Waiting Room
4674,Everybody (2017),Logic,"Many, many many many, many times",Waiting Room
4675,Everybody (2017),Logic,"If it's so many times, why don't I remember?",Waiting Room
4676,Everybody (2017),Logic,"F we stayed here long enough, the lives you have lived, and the knowledge from each of them would return",Waiting Room
4677,Everybody (2017),Logic,What?,Waiting Room
4678,Everybody (2017),Logic,"'M actually about to send you back to 1736 as Bryan Fairfax, the 8th lord Fairfax of Cameron",Waiting Room
4679,Everybody (2017),Logic,"Word, ay, that sounds important",Waiting Room
4680,Everybody (2017),Logic,"Oh yes you own 40,000 acres",Waiting Room
4681,Everybody (2017),Logic,"God damn!...oh, I'm sorry",Waiting Room
4682,Everybody (2017),Logic,"Ha, it's quite all right",Waiting Room
4683,Everybody (2017),Logic,Well at least I'm not poor no more,Waiting Room
4684,Everybody (2017),Logic,Well sure! with all that land and the hundreds of slaves you'll own,Waiting Room
4685,Everybody (2017),Logic,"Slaves? Aw hell nah, nononono, look look look: how you gonna take a black man, send him back in time, and now I gotta own slaves?",Waiting Room
4686,Everybody (2017),Logic,"Well if it's any consolation, your son Tom, the 9th Lord Fairfax of Cameron sets them free!",Waiting Room
4687,Everybody (2017),Logic,No! That does not make me feel better at all,Waiting Room
4688,Everybody (2017),Logic,"Wait hold up, I just realized... you said you're gonna send me back in time?",Waiting Room
4689,Everybody (2017),Logic,"Well, I'm not really sending you back in time. that doesn't exist where I come from, only in your universe",Waiting Room
